Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2023-06-07 00:00:00+10:00,7319.89990234375,7355.2998046875,7310.39990234375,7310.39990234375,1106245800,0.0,0.0,^AORD
2023-06-08 00:00:00+10:00,7310.39990234375,7323.60009765625,7281.7001953125,7288.2998046875,1062099700,0.0,0.0,^AORD
2023-06-09 00:00:00+10:00,7288.2998046875,7319.2001953125,7288.2998046875,7312.2998046875,996518100,0.0,0.0,^AORD
2023-06-13 00:00:00+10:00,7312.2998046875,7329.10009765625,7291.7998046875,7329.10009765625,1183020100,0.0,0.0,^AORD
2023-06-14 00:00:00+10:00,7329.10009765625,7361.39990234375,7328.7998046875,7354.2001953125,1304542400,0.0,0.0,^AORD
2023-06-15 00:00:00+10:00,7354.2001953125,7391.89990234375,7353.2001953125,7370.0,1289925700,0.0,0.0,^AORD
2023-06-16 00:00:00+10:00,7370.0,7461.2998046875,7370.0,7451.2001953125,2274488000,0.0,0.0,^AORD
2023-06-19 00:00:00+10:00,7451.2001953125,7496.7001953125,7447.0,7489.2001953125,1003056800,0.0,0.0,^AORD
2023-06-20 00:00:00+10:00,7489.2001953125,7557.5,7489.2001953125,7548.5,1097436400,0.0,0.0,^AORD
2023-06-21 00:00:00+10:00,7548.5,7548.5,7505.60009765625,7505.60009765625,1130408600,0.0,0.0,^AORD
2023-06-22 00:00:00+10:00,7505.60009765625,7505.60009765625,7372.89990234375,7381.0,1086597800,0.0,0.0,^AORD
2023-06-23 00:00:00+10:00,7381.0,7381.89990234375,7274.2001953125,7285.60009765625,1029872400,0.0,0.0,^AORD
2023-06-26 00:00:00+10:00,7285.60009765625,7285.60009765625,7240.7001953125,7264.10009765625,979613800,0.0,0.0,^AORD
2023-06-27 00:00:00+10:00,7264.10009765625,7307.10009765625,7264.10009765625,7300.0,1004561400,0.0,0.0,^AORD
2023-06-28 00:00:00+10:00,7300.0,7399.10009765625,7300.0,7384.10009765625,1066320200,0.0,0.0,^AORD
2023-06-29 00:00:00+10:00,7384.10009765625,7412.0,7375.7001953125,7389.60009765625,1018503900,0.0,0.0,^AORD
2023-06-30 00:00:00+10:00,7389.60009765625,7405.7001953125,7360.10009765625,7401.5,1054702600,0.0,0.0,^AORD
2023-07-03 00:00:00+10:00,7401.5,7448.7001953125,7398.10009765625,7442.7998046875,1019227100,0.0,0.0,^AORD
2023-07-04 00:00:00+10:00,7442.7998046875,7484.2998046875,7431.7001953125,7478.89990234375,895235500,0.0,0.0,^AORD
2023-07-05 00:00:00+10:00,7478.89990234375,7480.89990234375,7446.60009765625,7453.10009765625,891981400,0.0,0.0,^AORD
2023-07-06 00:00:00+10:00,7453.89990234375,7453.89990234375,7346.0,7365.0,947571900,0.0,0.0,^AORD
2023-07-07 00:00:00+10:00,7365.0,7365.0,7222.7001953125,7244.10009765625,868311800,0.0,0.0,^AORD
2023-07-10 00:00:00+10:00,7244.10009765625,7288.60009765625,7201.0,7206.89990234375,802251500,0.0,0.0,^AORD
2023-07-11 00:00:00+10:00,7206.89990234375,7315.7998046875,7206.89990234375,7315.7998046875,797785900,0.0,0.0,^AORD
2023-07-12 00:00:00+10:00,7315.7998046875,7365.7001953125,7315.7998046875,7341.5,834137100,0.0,0.0,^AORD
2023-07-13 00:00:00+10:00,7341.5,7464.2001953125,7341.5,7455.39990234375,1099526300,0.0,0.0,^AORD
2023-07-14 00:00:00+10:00,7455.39990234375,7526.2998046875,7455.39990234375,7517.10009765625,971022300,0.0,0.0,^AORD
2023-07-17 00:00:00+10:00,7517.10009765625,7520.39990234375,7489.10009765625,7511.60009765625,896200600,0.0,0.0,^AORD
2023-07-18 00:00:00+10:00,7511.60009765625,7511.60009765625,7474.5,7496.7001953125,873292300,0.0,0.0,^AORD
2023-07-19 00:00:00+10:00,7496.7001953125,7548.5,7496.7001953125,7538.2001953125,1022018900,0.0,0.0,^AORD
2023-07-20 00:00:00+10:00,7538.2001953125,7598.7001953125,7538.2001953125,7541.89990234375,1019059600,0.0,0.0,^AORD
2023-07-21 00:00:00+10:00,7541.89990234375,7541.89990234375,7501.2998046875,7526.7998046875,1017642700,0.0,0.0,^AORD
2023-07-24 00:00:00+10:00,7526.7998046875,7544.10009765625,7517.2998046875,7517.2998046875,1041193000,0.0,0.0,^AORD
2023-07-25 00:00:00+10:00,7517.2998046875,7559.0,7517.2998046875,7554.7001953125,969340000,0.0,0.0,^AORD
2023-07-26 00:00:00+10:00,7554.7001953125,7635.7998046875,7554.2998046875,7617.7998046875,982079700,0.0,0.0,^AORD
2023-07-27 00:00:00+10:00,7617.7998046875,7689.39990234375,7604.0,7672.60009765625,1078493100,0.0,0.0,^AORD
2023-07-28 00:00:00+10:00,7672.60009765625,7672.60009765625,7567.60009765625,7616.10009765625,958352600,0.0,0.0,^AORD
2023-07-31 00:00:00+10:00,7616.10009765625,7649.7001953125,7587.89990234375,7622.2001953125,998183300,0.0,0.0,^AORD
2023-08-01 00:00:00+10:00,7622.2001953125,7683.0,7622.2001953125,7663.7001953125,964407300,0.0,0.0,^AORD
2023-08-02 00:00:00+10:00,7663.7001953125,7663.7001953125,7557.2001953125,7568.39990234375,894739300,0.0,0.0,^AORD
2023-08-03 00:00:00+10:00,7568.39990234375,7568.39990234375,7497.39990234375,7522.2998046875,935216600,0.0,0.0,^AORD
2023-08-04 00:00:00+10:00,7522.2998046875,7535.89990234375,7495.0,7535.89990234375,960195400,0.0,0.0,^AORD
2023-08-07 00:00:00+10:00,7535.89990234375,7538.10009765625,7506.2001953125,7519.89990234375,735384900,0.0,0.0,^AORD
2023-08-08 00:00:00+10:00,7519.89990234375,7553.2001953125,7518.7001953125,7519.7001953125,1106611200,0.0,0.0,^AORD
2023-08-09 00:00:00+10:00,7519.7001953125,7546.0,7514.7998046875,7543.39990234375,1064030600,0.0,0.0,^AORD
2023-08-10 00:00:00+10:00,7543.39990234375,7568.5,7530.2998046875,7568.5,1137741100,0.0,0.0,^AORD
2023-08-11 00:00:00+10:00,7568.5,7574.60009765625,7544.2998046875,7554.2001953125,896885200,0.0,0.0,^AORD
2023-08-14 00:00:00+10:00,7554.2001953125,7554.2001953125,7475.2998046875,7493.10009765625,918402800,0.0,0.0,^AORD
2023-08-15 00:00:00+10:00,7493.10009765625,7544.10009765625,7488.39990234375,7520.39990234375,1049970800,0.0,0.0,^AORD
2023-08-16 00:00:00+10:00,7520.39990234375,7520.39990234375,7400.39990234375,7411.7998046875,1103858700,0.0,0.0,^AORD
2023-08-17 00:00:00+10:00,7411.7998046875,7411.7998046875,7322.2001953125,7364.39990234375,1308337100,0.0,0.0,^AORD
2023-08-18 00:00:00+10:00,7364.39990234375,7384.5,7342.2001953125,7366.0,1178424700,0.0,0.0,^AORD
2023-08-21 00:00:00+10:00,7366.0,7366.0,7335.89990234375,7335.89990234375,1034320900,0.0,0.0,^AORD
2023-08-22 00:00:00+10:00,7335.89990234375,7348.2998046875,7313.7998046875,7346.39990234375,1135333200,0.0,0.0,^AORD
2023-08-23 00:00:00+10:00,7346.39990234375,7392.5,7335.0,7367.60009765625,1027482300,0.0,0.0,^AORD
2023-08-24 00:00:00+10:00,7367.60009765625,7413.5,7367.60009765625,7400.60009765625,1175046200,0.0,0.0,^AORD
2023-08-25 00:00:00+10:00,7400.5,7400.5,7306.7001953125,7332.60009765625,1048879900,0.0,0.0,^AORD
2023-08-28 00:00:00+10:00,7332.60009765625,7368.2998046875,7332.60009765625,7365.89990234375,1393378100,0.0,0.0,^AORD
2023-08-29 00:00:00+10:00,7365.89990234375,7416.39990234375,7365.0,7416.39990234375,1242425900,0.0,0.0,^AORD
2023-08-30 00:00:00+10:00,7416.39990234375,7524.2001953125,7416.39990234375,7506.7998046875,1214459800,0.0,0.0,^AORD
2023-08-31 00:00:00+10:00,7506.7998046875,7521.39990234375,7504.39990234375,7517.7998046875,1937895500,0.0,0.0,^AORD
2023-09-01 00:00:00+10:00,7517.7998046875,7517.7998046875,7478.2998046875,7489.89990234375,946061500,0.0,0.0,^AORD
2023-09-04 00:00:00+10:00,7489.89990234375,7548.39990234375,7489.89990234375,7525.7001953125,1128904300,0.0,0.0,^AORD
2023-09-05 00:00:00+10:00,7525.7001953125,7526.10009765625,7473.39990234375,7516.7998046875,890420500,0.0,0.0,^AORD
2023-09-06 00:00:00+10:00,7516.7998046875,7516.7998046875,7456.5,7461.60009765625,1213531800,0.0,0.0,^AORD
2023-09-07 00:00:00+10:00,7461.60009765625,7461.60009765625,7361.10009765625,7374.89990234375,1090978100,0.0,0.0,^AORD
2023-09-08 00:00:00+10:00,7374.89990234375,7379.60009765625,7338.0,7358.10009765625,996136300,0.0,0.0,^AORD
2023-09-11 00:00:00+10:00,7358.10009765625,7387.7998046875,7331.0,7387.7998046875,1033859000,0.0,0.0,^AORD
2023-09-12 00:00:00+10:00,7387.7998046875,7403.5,7352.10009765625,7402.89990234375,1121601400,0.0,0.0,^AORD
2023-09-13 00:00:00+10:00,7402.89990234375,7402.89990234375,7333.0,7345.7001953125,1212488200,0.0,0.0,^AORD
2023-09-14 00:00:00+10:00,7345.7001953125,7395.60009765625,7340.5,7382.7001953125,1083111900,0.0,0.0,^AORD
2023-09-15 00:00:00+10:00,7382.7001953125,7517.39990234375,7382.7001953125,7482.60009765625,3711252100,0.0,0.0,^AORD
2023-09-18 00:00:00+10:00,7482.60009765625,7482.60009765625,7423.10009765625,7428.10009765625,1329496300,0.0,0.0,^AORD
2023-09-19 00:00:00+10:00,7428.10009765625,7428.10009765625,7385.2998046875,7395.0,1027521100,0.0,0.0,^AORD
2023-09-20 00:00:00+10:00,7395.0,7395.0,7347.0,7361.89990234375,1226990900,0.0,0.0,^AORD
2023-09-21 00:00:00+10:00,7361.89990234375,7361.89990234375,7259.10009765625,7266.60009765625,1278585200,0.0,0.0,^AORD
2023-09-22 00:00:00+10:00,7266.60009765625,7270.0,7156.5,7270.0,1326766900,0.0,0.0,^AORD
2023-09-25 00:00:00+10:00,7270.0,7278.60009765625,7223.2001953125,7278.60009765625,875805000,0.0,0.0,^AORD
2023-09-26 00:00:00+10:00,7278.60009765625,7278.60009765625,7226.7001953125,7238.2998046875,1050488300,0.0,0.0,^AORD
2023-09-27 00:00:00+10:00,7238.2998046875,7238.2998046875,7203.2998046875,7229.7998046875,1124330000,0.0,0.0,^AORD
2023-09-28 00:00:00+10:00,7229.7998046875,7251.0,7200.0,7222.5,1137771200,0.0,0.0,^AORD
2023-09-29 00:00:00+10:00,7222.5,7265.39990234375,7222.5,7249.7001953125,1161042400,0.0,0.0,^AORD
2023-10-02 00:00:00+11:00,7249.7001953125,7254.5,7217.2001953125,7235.5,730489400,0.0,0.0,^AORD
2023-10-03 00:00:00+11:00,7235.5,7235.5,7107.60009765625,7141.0,1254002100,0.0,0.0,^AORD
2023-10-04 00:00:00+11:00,7141.0,7141.0,7062.7998046875,7082.2001953125,1188067100,0.0,0.0,^AORD
2023-10-05 00:00:00+11:00,7082.2001953125,7126.7001953125,7077.7001953125,7117.5,1055643100,0.0,0.0,^AORD
2023-10-06 00:00:00+11:00,7117.5,7160.60009765625,7114.5,7143.0,982426800,0.0,0.0,^AORD
2023-10-09 00:00:00+11:00,7143.0,7188.7001953125,7143.0,7157.0,946976300,0.0,0.0,^AORD
2023-10-10 00:00:00+11:00,7157.0,7247.89990234375,7157.0,7231.0,1204044600,0.0,0.0,^AORD
2023-10-11 00:00:00+11:00,7231.0,7284.2998046875,7231.0,7281.2998046875,1181847000,0.0,0.0,^AORD
2023-10-12 00:00:00+11:00,7281.2998046875,7305.2001953125,7277.10009765625,7287.39990234375,1082174000,0.0,0.0,^AORD
2023-10-13 00:00:00+11:00,7287.39990234375,7287.39990234375,7213.10009765625,7243.5,1035620300,0.0,0.0,^AORD
2023-10-16 00:00:00+11:00,7243.5,7243.5,7209.7998046875,7214.60009765625,860585800,0.0,0.0,^AORD
2023-10-17 00:00:00+11:00,7214.60009765625,7287.10009765625,7214.60009765625,7244.39990234375,874355000,0.0,0.0,^AORD
2023-10-18 00:00:00+11:00,7244.39990234375,7265.7001953125,7233.89990234375,7265.7001953125,960986600,0.0,0.0,^AORD
2023-10-19 00:00:00+11:00,7265.7001953125,7265.7001953125,7142.5,7172.7001953125,1262300400,0.0,0.0,^AORD
2023-10-20 00:00:00+11:00,7172.7001953125,7172.7001953125,7066.5,7089.7001953125,1193010600,0.0,0.0,^AORD
2023-10-23 00:00:00+11:00,7089.7001953125,7089.7001953125,7017.2001953125,7030.0,984211000,0.0,0.0,^AORD
2023-10-24 00:00:00+11:00,7030.0,7066.7001953125,7023.60009765625,7045.60009765625,1088180600,0.0,0.0,^AORD
2023-10-25 00:00:00+11:00,7045.60009765625,7086.2998046875,7023.89990234375,7046.2998046875,1177993700,0.0,0.0,^AORD
2023-10-26 00:00:00+11:00,7046.2998046875,7046.2998046875,6966.7001953125,7001.10009765625,1452120700,0.0,0.0,^AORD
2023-10-27 00:00:00+11:00,7001.10009765625,7031.2001953125,6998.5,7014.2001953125,955424100,0.0,0.0,^AORD
2023-10-30 00:00:00+11:00,7014.2001953125,7016.10009765625,6938.5,6960.2001953125,1132955500,0.0,0.0,^AORD
2023-10-31 00:00:00+11:00,6960.2001953125,7002.2001953125,6956.89990234375,6967.5,1466317400,0.0,0.0,^AORD
2023-11-01 00:00:00+11:00,6967.5,7024.60009765625,6967.5,7024.60009765625,1127988700,0.0,0.0,^AORD
2023-11-02 00:00:00+11:00,7024.60009765625,7119.7998046875,7024.60009765625,7095.0,1042123500,0.0,0.0,^AORD
2023-11-03 00:00:00+11:00,7095.0,7184.39990234375,7095.0,7175.10009765625,1369022500,0.0,0.0,^AORD
2023-11-06 00:00:00+11:00,7175.10009765625,7203.7001953125,7175.10009765625,7192.2998046875,1106088100,0.0,0.0,^AORD
2023-11-07 00:00:00+11:00,7192.2998046875,7195.10009765625,7149.5,7176.60009765625,965991300,0.0,0.0,^AORD
2023-11-08 00:00:00+11:00,7176.60009765625,7200.5,7167.60009765625,7198.39990234375,1322483300,0.0,0.0,^AORD
2023-11-09 00:00:00+11:00,7198.39990234375,7245.0,7198.39990234375,7215.10009765625,1393295200,0.0,0.0,^AORD
2023-11-10 00:00:00+11:00,7215.10009765625,7218.10009765625,7164.7001953125,7176.60009765625,1154261300,0.0,0.0,^AORD
2023-11-13 00:00:00+11:00,7176.60009765625,7185.39990234375,7145.0,7145.0,1038490800,0.0,0.0,^AORD
2023-11-14 00:00:00+11:00,7145.0,7212.60009765625,7145.0,7207.10009765625,1075897000,0.0,0.0,^AORD
2023-11-15 00:00:00+11:00,7207.10009765625,7334.39990234375,7207.10009765625,7316.7001953125,1168887800,0.0,0.0,^AORD
2023-11-16 00:00:00+11:00,7316.7001953125,7320.7998046875,7260.60009765625,7269.5,1082136300,0.0,0.0,^AORD
2023-11-17 00:00:00+11:00,7269.5,7273.60009765625,7248.39990234375,7261.0,1131286700,0.0,0.0,^AORD
2023-11-20 00:00:00+11:00,7261.0,7282.5,7259.89990234375,7268.7001953125,1029496800,0.0,0.0,^AORD
2023-11-21 00:00:00+11:00,7268.7001953125,7299.7001953125,7268.7001953125,7289.2998046875,1158146000,0.0,0.0,^AORD
2023-11-22 00:00:00+11:00,7289.2998046875,7295.5,7265.5,7277.7998046875,1033944500,0.0,0.0,^AORD
2023-11-23 00:00:00+11:00,7277.7998046875,7277.7998046875,7231.2998046875,7234.2001953125,987930300,0.0,0.0,^AORD
2023-11-24 00:00:00+11:00,7234.2001953125,7268.10009765625,7233.39990234375,7244.10009765625,691793500,0.0,0.0,^AORD
2023-11-27 00:00:00+11:00,7244.10009765625,7257.60009765625,7192.7998046875,7192.7998046875,829412100,0.0,0.0,^AORD
2023-11-28 00:00:00+11:00,7192.7998046875,7255.39990234375,7191.0,7223.10009765625,1012974100,0.0,0.0,^AORD
2023-11-29 00:00:00+11:00,7223.10009765625,7264.2001953125,7222.2001953125,7245.7998046875,1140094300,0.0,0.0,^AORD
2023-11-30 00:00:00+11:00,7245.7998046875,7297.7001953125,7232.39990234375,7297.7001953125,2627747600,0.0,0.0,^AORD
